N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,region,label
23.09,49.78,46.2,32.39,69.0,6.97,1243.76,Black,Kharif,Chitradurga,South Karnataka,blackgram
79.33,49.7,77.3,31.31,59.28,7.4,783.58,Black,Kharif,Haveri,North Karnataka,cotton
79.65,37.17,69.41,23.54,60.0,6.67,145.29,Black,Rabi,Bagalkote,North Karnataka,sapota
186.71,38.15,91.73,26.37,72.02,5.65,106.96,Laterite,Zaid,Chikkamagaluru,Malnad,coffee
52.81,30.65,40.0,25.18,62.9,6.63,1424.51,Loamy,Kharif,Chikkamagaluru,Malnad,jowar
61.67,58.26,71.26,26.99,83.65,6.27,2011.25,Laterite,Kharif,Shivamogga,Malnad,turmeric
150.15,71.93,172.0,25.56,92.83,6.45,140.31,Red,Rabi,Mandya,South Karnataka,coconut
102.12,23.05,107.75,26.87,55.33,6.0,159.11,Red,Rabi,Dharwad,North Karnataka,mango
189.0,40.55,133.8,23.33,63.07,6.74,190.44,Black,Rabi,Chitradurga,South Karnataka,papaya
137.56,42.96,109.4,22.35,79.83,6.08,221.89,Sandy,Rabi,Raichur,North Karnataka,papaya
157.83,39.17,82.86,17.08,75.71,5.53,231.09,Laterite,Rabi,Chikkamagaluru,Malnad,coffee
62.16,37.65,87.94,25.06,56.94,6.09,311.96,Loamy,Kharif,Tumakuru,South Karnataka,mango
20.43,56.84,38.18,28.71,68.02,6.43,411.44,Red,Kharif,Ballari,North Karnataka,pigeonpeas
40.0,24.3,34.0,35.81,48.87,6.15,494.99,Red,Kharif,Yadgir,North Karnataka,jowar
83.63,50.0,69.45,29.2,67.17,6.6,442.12,Black,Kharif,Dharwad,North Karnataka,chilli
103.05,40.89,143.35,28.09,86.73,7.41,2843.54,Alluvial,Kharif,Udupi,Coastal Karnataka,coconut
77.6,42.92,74.08,24.55,58.87,6.98,359.84,Black,Kharif,Dharwad,North Karnataka,onion
93.9,40.41,46.0,18.62,55.77,6.38,190.02,Loamy,Rabi,Haveri,North Karnataka,maize
41.49,20.0,72.9,29.34,81.24,5.39,3588.97,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,cashew
83.02,39.34,125.24,23.6,89.27,5.23,2857.07,Laterite,Kharif,Udupi,Coastal Karnataka,pepper
70.93,42.54,76.7,24.06,64.37,6.69,1466.68,Black,Kharif,Chitradurga,South Karnataka,onion
20.22,55.4,64.32,31.23,65.83,6.03,184.8,Red,Rabi,Tumakuru,South Karnataka,groundnut
91.4,71.46,78.11,18.18,52.24,6.04,178.74,Sandy,Rabi,Tumakuru,South Karnataka,tomato
25.29,54.93,35.63,22.83,38.09,6.2,154.62,Red,Rabi,Kalaburagi,North Karnataka,chickpea
144.36,77.64,192.28,28.52,81.46,6.33,87.94,Red,Zaid,Bagalkote,North Karnataka,banana
101.77,41.31,63.41,22.7,71.78,6.57,395.17,Loamy,Kharif,Tumakuru,South Karnataka,tomato
80.0,49.56,60.0,31.75,74.17,7.04,359.56,Black,Kharif,Bagalkote,North Karnataka,maize
235.71,71.41,123.03,25.2,63.27,6.22,405.78,Red,Rabi,Davanagere,North Karnataka,sugarcane
78.13,35.63,70.43,26.38,64.7,5.1,196.12,Alluvial,Rabi,Mysuru,South Karnataka,guava
92.44,24.07,98.25,28.97,42.38,6.36,70.67,Red,Zaid,Vijayapura,North Karnataka,mango
40.0,21.73,31.88,27.86,61.91,6.48,445.71,Red,Kharif,Vijayapura,North Karnataka,jowar
80.0,41.84,60.0,26.98,51.71,6.84,214.6,Black,Rabi,Chitradurga,South Karnataka,maize
22.26,59.52,70.33,33.47,52.06,6.51,391.51,Black,Kharif,Ballari,North Karnataka,groundnut
206.47,83.18,114.45,25.96,72.73,6.0,196.33,Laterite,Rabi,Shivamogga,Malnad,sugarcane
112.09,41.85,46.36,30.44,67.38,6.14,772.0,Loamy,Kharif,Haveri,North Karnataka,maize
132.3,49.41,179.52,24.4,75.46,6.05,422.04,Red,Kharif,Mandya,South Karnataka,papaya
20.0,35.42,38.78,32.82,65.22,6.9,440.93,Sandy,Kharif,Raichur,North Karnataka,mungbean
103.92,40.35,61.01,23.54,66.72,6.65,152.08,Loamy,Rabi,Mandya,South Karnataka,mulberry
40.0,20.77,40.04,29.73,56.62,6.5,1412.02,Red,Kharif,Chitradurga,South Karnataka,guava
196.26,40.18,183.6,31.05,76.28,6.34,345.48,Loamy,Kharif,Tumakuru,South Karnataka,papaya
39.02,21.94,35.37,27.32,39.79,6.39,144.71,Red,Rabi,Yadgir,North Karnataka,sesame
84.54,22.63,70.4,28.04,60.0,6.18,430.73,Red,Kharif,Kolar,South Karnataka,mango
74.86,52.29,70.47,27.87,62.05,6.43,393.29,Red,Kharif,Dharwad,North Karnataka,cotton
16.56,23.75,23.24,34.01,56.77,6.5,470.47,Red,Kharif,Kalaburagi,North Karnataka,mothbeans
169.78,64.01,187.73,33.05,75.0,6.09,404.1,Red,Kharif,Bagalkote,North Karnataka,banana
31.49,22.92,22.45,25.52,31.43,6.7,220.42,Sandy,Rabi,Raichur,North Karnataka,sesame
74.29,47.82,28.88,29.94,62.09,6.87,358.03,Sandy,Kharif,Ballari,North Karnataka,bajra
40.0,23.2,48.14,25.79,57.26,6.5,68.47,Red,Zaid,Ramanagara,South Karnataka,guava
157.17,42.33,172.82,27.78,71.97,6.5,92.08,Alluvial,Zaid,Uttara Kannada,Coastal Karnataka,arecanut
17.8,59.1,74.76,29.84,59.17,6.22,441.65,Red,Kharif,Yadgir,North Karnataka,groundnut
155.44,64.47,153.57,24.73,82.31,7.39,2364.8,Alluvial,Kharif,Uttara Kannada,Coastal Karnataka,coconut
67.43,47.12,55.16,25.47,49.68,6.24,218.97,Red,Rabi,Chitradurga,South Karnataka,sunflower
79.38,49.33,77.41,31.22,68.54,7.13,440.95,Black,Kharif,Koppala,North Karnataka,cotton
40.0,23.82,46.29,28.03,68.05,6.47,168.17,Red,Zaid,Chitradurga,South Karnataka,sapota
101.44,44.64,160.94,24.01,78.14,5.8,137.01,Laterite,Rabi,Dakshina Kannada,Coastal Karnataka,coconut
100.9,45.9,61.84,19.33,52.99,6.09,301.8,Sandy,Rabi,Chikkaballapura,South Karnataka,tomato
60.0,40.29,60.0,23.85,74.26,5.56,352.71,Loamy,Kharif,Mysuru,South Karnataka,turmeric
23.55,20.86,30.0,24.63,56.75,5.68,163.42,Red,Rabi,Tumakuru,South Karnataka,horsegram
75.24,38.94,73.72,26.48,58.25,7.1,158.09,Black,Rabi,Bagalkote,North Karnataka,mango
40.0,23.02,46.2,28.44,69.76,6.5,1540.82,Red,Kharif,Chitradurga,South Karnataka,guava
68.05,46.89,57.13,27.11,56.7,6.67,150.26,Alluvial,Rabi,Mandya,South Karnataka,sunflower
107.83,46.03,159.33,22.99,78.78,6.5,1973.43,Alluvial,Kharif,Shivamogga,Malnad,arecanut
19.73,45.49,33.46,31.78,61.24,6.96,503.72,Black,Kharif,Yadgir,North Karnataka,mungbean
143.39,55.94,178.22,31.78,77.45,7.18,130.24,Loamy,Zaid,Tumakuru,South Karnataka,coconut
105.35,42.61,186.02,22.02,81.3,6.93,229.33,Black,Rabi,Raichur,North Karnataka,banana
187.46,77.96,181.74,21.38,77.8,6.12,132.76,Red,Rabi,Mandya,South Karnataka,banana
161.59,49.65,91.67,21.37,70.62,5.79,118.58,Laterite,Rabi,Kodagu,Malnad,coffee
63.59,48.03,63.67,19.96,48.19,6.51,215.91,Black,Rabi,Chitradurga,South Karnataka,onion
88.51,58.92,55.63,24.91,93.96,5.78,3655.28,Laterite,Kharif,Udupi,Coastal Karnataka,rice
150.81,47.16,123.62,25.75,78.83,5.61,370.65,Laterite,Kharif,Hassan,Malnad,arecanut
40.0,22.13,38.53,25.47,65.0,5.78,192.97,Red,Rabi,Chikkamagaluru,Malnad,jowar
20.0,50.59,21.99,29.37,58.51,6.94,378.84,Sandy,Kharif,Ballari,North Karnataka,pigeonpeas
29.25,46.54,31.49,26.43,45.23,6.99,144.27,Black,Rabi,Gadag,North Karnataka,chickpea
162.59,41.57,150.31,33.13,60.41,6.69,210.2,Loamy,Rabi,Mysuru,South Karnataka,papaya
86.35,43.26,50.0,20.45,56.63,6.03,162.56,Red,Rabi,Ballari,North Karnataka,chilli
107.06,41.15,164.24,24.26,63.31,6.39,207.93,Loamy,Rabi,Tumakuru,South Karnataka,papaya
40.0,22.07,47.28,27.52,66.5,6.5,473.33,Red,Kharif,Ramanagara,South Karnataka,guava
71.34,51.59,50.0,24.05,62.84,6.48,395.93,Red,Kharif,Vijayapura,North Karnataka,onion
102.65,40.98,170.34,27.82,81.59,7.21,631.22,Loamy,Kharif,Kodagu,Malnad,coconut
79.1,41.96,61.84,35.29,43.16,6.86,72.38,Black,Zaid,Vijayapura,North Karnataka,watermelon
60.0,41.68,41.46,20.28,61.5,6.58,140.44,Loamy,Rabi,Mandya,South Karnataka,sunflower
20.86,58.8,71.51,25.3,45.28,6.24,142.48,Red,Rabi,Vijayapura,North Karnataka,groundnut
19.31,41.93,40.0,24.15,43.7,6.15,158.29,Loamy,Rabi,Bagalkote,North Karnataka,chickpea
83.29,33.89,135.26,22.82,75.0,6.09,57.46,Loamy,Zaid,Kodagu,Malnad,pepper
40.0,22.48,42.61,32.29,66.76,6.22,201.66,Red,Rabi,Mysuru,South Karnataka,sapota
88.24,42.25,135.34,27.79,84.71,5.23,2080.79,Laterite,Kharif,Shivamogga,Malnad,pepper
60.08,46.9,50.0,27.07,59.17,6.2,430.86,Red,Kharif,Dharwad,North Karnataka,onion
79.43,49.17,85.21,28.35,82.37,5.86,2852.28,Laterite,Kharif,Udupi,Coastal Karnataka,ginger
46.09,33.1,77.95,26.23,50.36,6.72,273.9,Sandy,Zaid,Kolar,South Karnataka,guava
69.41,38.18,92.74,24.56,51.11,6.9,117.81,Sandy,Rabi,Chamarajanagara,South Karnataka,mango
116.49,32.01,83.17,25.03,55.4,7.38,314.85,Loamy,Rabi,Kolar,South Karnataka,mango
115.41,45.18,41.62,25.67,70.88,5.54,152.42,Laterite,Rabi,Hassan,Malnad,maize
80.0,46.95,60.0,30.66,64.6,7.42,499.02,Black,Kharif,Davanagere,North Karnataka,maize
148.06,51.77,96.21,23.33,69.72,6.47,203.07,Red,Rabi,Tumakuru,South Karnataka,mulberry
44.77,20.0,21.3,26.89,32.6,5.67,1458.45,Laterite,Kharif,Chikkamagaluru,Malnad,jowar
67.83,50.0,73.96,28.11,68.02,6.69,370.91,Black,Kharif,Bagalkote,North Karnataka,chilli
62.77,31.44,84.03,21.19,74.08,6.76,189.56,Loamy,Rabi,Chikkamagaluru,Malnad,tobacco
46.44,31.71,40.0,26.27,51.7,7.0,1365.46,Loamy,Kharif,Chikkamagaluru,Malnad,jowar
95.6,40.31,44.6,25.45,55.84,6.82,155.27,Loamy,Rabi,Dharwad,North Karnataka,maize
15.18,46.37,34.48,32.95,67.77,6.38,580.11,Red,Kharif,Kalaburagi,North Karnataka,mungbean
95.94,40.75,48.56,26.96,79.69,6.16,1334.88,Loamy,Kharif,Chikkamagaluru,Malnad,maize
67.0,43.46,83.17,26.78,75.35,6.5,93.82,Alluvial,Zaid,Dakshina Kannada,Coastal Karnataka,pepper
65.82,36.91,69.09,24.53,77.66,6.5,193.85,Alluvial,Rabi,Uttara Kannada,Coastal Karnataka,cashew
73.47,40.25,69.12,20.41,62.32,6.97,231.52,Alluvial,Rabi,Mysuru,South Karnataka,onion
46.58,36.08,25.23,26.34,65.64,6.85,347.11,Sandy,Kharif,Tumakuru,South Karnataka,ragi
16.32,55.69,22.0,20.27,49.38,6.72,180.23,Sandy,Rabi,Ballari,North Karnataka,chickpea
73.5,35.17,26.26,28.01,61.63,7.35,410.08,Black,Kharif,Koppala,North Karnataka,jowar
48.85,23.23,27.57,24.98,68.47,5.84,351.48,Sandy,Kharif,Chikkaballapura,South Karnataka,ragi
15.94,49.89,34.58,26.76,67.96,6.01,530.67,Red,Kharif,Yadgir,North Karnataka,blackgram
66.02,52.89,48.97,23.34,57.1,6.43,173.08,Red,Rabi,Ballari,North Karnataka,sunflower
168.3,42.85,121.72,27.7,76.83,6.14,177.37,Laterite,Rabi,Dakshina Kannada,Coastal Karnataka,coconut
97.41,41.75,40.15,24.99,66.65,7.14,396.85,Loamy,Kharif,Dharwad,North Karnataka,maize
31.13,21.73,33.44,25.68,41.73,6.33,137.13,Red,Rabi,Vijayapura,North Karnataka,sesame
93.41,66.37,93.8,24.93,65.44,6.47,345.81,Red,Kharif,Mysuru,South Karnataka,tomato
41.67,35.31,45.7,27.49,83.44,6.46,66.35,Loamy,Zaid,Ramanagara,South Karnataka,sapota
21.3,31.67,29.39,20.55,55.74,6.34,205.07,Loamy,Rabi,Mysuru,South Karnataka,horsegram
17.79,40.47,76.29,25.68,58.59,6.2,135.13,Loamy,Rabi,Bagalkote,North Karnataka,groundnut
17.82,21.77,25.45,34.99,46.71,6.5,527.59,Red,Kharif,Kalaburagi,North Karnataka,mothbeans
25.38,57.9,32.66,23.68,43.25,6.39,115.82,Red,Rabi,Vijayapura,North Karnataka,chickpea
48.05,38.45,22.28,28.82,67.75,5.83,429.71,Sandy,Kharif,Bengaluru Rural,South Karnataka,ragi
139.21,64.68,155.36,33.39,81.29,6.46,177.55,Red,Zaid,Raichur,North Karnataka,banana
96.62,34.53,82.71,21.96,76.58,5.75,205.6,Laterite,Rabi,Chikkamagaluru,Malnad,pepper
137.77,41.18,150.07,27.5,84.91,6.44,123.33,Loamy,Rabi,Bagalkote,North Karnataka,banana
187.75,69.4,143.39,28.0,70.07,5.81,1364.07,Red,Kharif,Chitradurga,South Karnataka,coconut
23.03,44.21,37.04,24.56,69.86,6.34,403.56,Red,Kharif,Bagalkote,North Karnataka,pigeonpeas
118.37,52.02,77.33,19.45,50.74,6.75,313.27,Sandy,Rabi,Kolar,South Karnataka,tomato
71.28,35.32,119.96,31.76,70.45,5.79,99.6,Red,Zaid,Chikkamagaluru,Malnad,cardamom
90.02,50.0,77.98,26.23,58.49,7.33,181.23,Black,Rabi,Dharwad,North Karnataka,chilli
66.81,41.0,80.82,26.97,78.38,6.5,1987.5,Alluvial,Kharif,Shivamogga,Malnad,pepper
180.68,40.45,199.05,30.1,61.47,6.94,84.35,Black,Zaid,Bagalkote,North Karnataka,papaya
92.47,63.72,75.75,24.55,62.19,6.8,337.65,Sandy,Kharif,Kolar,South Karnataka,tomato
60.0,41.21,60.0,33.96,50.45,7.26,449.0,Loamy,Kharif,Davanagere,North Karnataka,cotton
79.74,42.38,94.09,20.57,77.59,5.33,1870.81,Laterite,Kharif,Shivamogga,Malnad,cardamom
75.59,41.11,94.88,22.83,80.18,6.5,2038.83,Alluvial,Kharif,Shivamogga,Malnad,cardamom
29.7,41.97,33.27,24.0,59.93,7.21,650.79,Black,Kharif,Belagavi,North Karnataka,kidneybeans
79.12,35.06,33.77,26.21,59.86,7.36,151.27,Black,Rabi,Gadag,North Karnataka,jowar
15.73,31.65,26.55,29.08,59.52,6.85,317.59,Sandy,Kharif,Ballari,North Karnataka,mothbeans
20.0,36.82,48.62,25.29,71.7,6.9,1607.85,Sandy,Kharif,Chitradurga,South Karnataka,mungbean
193.54,67.01,195.57,24.13,78.98,6.5,385.94,Red,Kharif,Mandya,South Karnataka,banana
18.01,22.74,29.27,26.03,57.08,6.17,234.07,Sandy,Rabi,Chitradurga,South Karnataka,horsegram
60.93,45.09,60.0,24.93,60.47,7.48,516.23,Black,Kharif,Davanagere,North Karnataka,sunflower
185.84,47.04,142.9,31.76,61.49,6.03,165.8,Red,Zaid,Chitradurga,South Karnataka,papaya
112.21,67.23,90.18,23.94,69.22,6.31,375.07,Sandy,Kharif,Tumakuru,South Karnataka,tomato
84.56,59.86,47.1,18.41,52.92,6.2,216.01,Red,Rabi,Chitradurga,South Karnataka,maize
99.64,42.04,68.09,25.56,66.42,6.17,1270.04,Red,Kharif,Chitradurga,South Karnataka,cotton
66.19,29.66,114.15,34.39,40.96,6.57,96.48,Loamy,Zaid,Dharwad,North Karnataka,mango
17.49,50.11,76.53,29.09,50.31,6.48,144.7,Sandy,Rabi,Ballari,North Karnataka,groundnut
23.28,47.84,23.15,18.65,47.32,6.86,247.43,Black,Rabi,Koppala,North Karnataka,chickpea
132.0,41.45,189.55,27.27,60.0,6.6,157.39,Loamy,Rabi,Bagalkote,North Karnataka,papaya
106.79,46.74,43.53,29.91,59.45,5.55,1249.74,Red,Kharif,Chitradurga,South Karnataka,maize
18.89,20.16,28.58,34.09,56.08,6.5,550.37,Red,Kharif,Kalaburagi,North Karnataka,mothbeans
150.5,44.4,164.2,34.56,81.99,6.52,105.82,Black,Zaid,Belagavi,North Karnataka,banana
91.02,40.23,63.65,22.62,75.0,6.45,387.48,Loamy,Kharif,Hassan,Malnad,tomato
72.77,58.5,107.36,22.79,86.89,5.89,1291.55,Laterite,Kharif,Chikkamagaluru,Malnad,cardamom
98.02,51.47,59.4,22.13,54.1,6.69,416.54,Loamy,Rabi,Davanagere,North Karnataka,chilli
97.91,34.83,137.76,23.58,77.05,6.29,193.82,Loamy,Rabi,Shivamogga,Malnad,pepper
273.21,96.66,159.53,28.86,62.02,6.63,567.29,Loamy,Kharif,Davanagere,North Karnataka,sugarcane
80.0,46.97,60.0,31.25,81.91,6.73,411.69,Black,Kharif,Raichur,North Karnataka,rice
144.84,35.5,121.68,22.74,81.55,6.02,510.0,Loamy,Kharif,Kodagu,Malnad,coffee
60.0,40.01,40.23,27.13,52.63,6.3,136.34,Loamy,Rabi,Bagalkote,North Karnataka,sunflower
60.0,49.75,61.01,37.21,38.5,6.54,131.67,Black,Zaid,Koppala,North Karnataka,watermelon
60.0,39.52,36.85,27.38,56.83,6.86,149.52,Black,Rabi,Vijayapura,North Karnataka,sesame
67.88,22.01,73.15,25.83,46.32,6.36,241.34,Sandy,Rabi,Chikkaballapura,South Karnataka,mango
172.65,40.05,188.03,29.37,76.8,5.94,296.45,Loamy,Kharif,Mysuru,South Karnataka,banana
80.0,47.82,60.0,29.11,90.07,6.9,455.9,Black,Kharif,Raichur,North Karnataka,rice
73.15,50.0,62.5,20.0,50.83,7.14,163.01,Black,Rabi,Dharwad,North Karnataka,chilli
70.09,48.75,22.97,34.55,58.5,7.34,461.35,Black,Kharif,Kalaburagi,North Karnataka,bajra
167.25,70.09,174.41,28.35,73.15,7.08,104.25,Laterite,Zaid,Uttara Kannada,Coastal Karnataka,coconut
77.93,53.87,87.39,26.8,78.72,5.9,1635.37,Laterite,Kharif,Chikkamagaluru,Malnad,ginger
22.9,47.59,30.3,22.54,46.83,6.67,189.6,Black,Rabi,Koppala,North Karnataka,pigeonpeas
109.12,43.02,149.44,31.0,63.43,6.82,350.32,Black,Kharif,Bagalkote,North Karnataka,papaya
104.6,49.83,163.96,27.25,75.14,6.5,110.29,Alluvial,Zaid,Dakshina Kannada,Coastal Karnataka,arecanut
148.81,66.9,153.88,31.82,84.82,6.43,58.62,Red,Zaid,Vijayapura,North Karnataka,banana
135.32,75.51,148.07,23.17,89.9,5.89,601.48,Laterite,Kharif,Kodagu,Malnad,arecanut
111.44,70.46,169.46,22.93,75.7,5.58,214.1,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,arecanut
64.62,42.02,72.01,25.95,57.32,6.64,1581.76,Black,Kharif,Chitradurga,South Karnataka,onion
43.36,20.0,68.04,29.89,79.5,5.75,176.43,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,cashew
80.0,40.53,60.0,30.01,53.82,6.75,1286.67,Black,Kharif,Chitradurga,South Karnataka,maize
62.91,56.44,50.0,24.85,52.88,6.28,129.46,Red,Rabi,Vijayapura,North Karnataka,onion
160.93,79.26,163.49,28.75,77.69,6.36,171.79,Red,Zaid,Haveri,North Karnataka,banana
80.0,44.96,60.0,27.08,54.58,6.6,127.48,Black,Rabi,Belagavi,North Karnataka,maize
40.0,41.37,41.1,24.0,58.31,7.45,388.27,Loamy,Kharif,Dharwad,North Karnataka,kidneybeans
58.49,37.34,56.92,33.3,74.57,6.73,493.56,Loamy,Kharif,Ramanagara,South Karnataka,sapota
15.81,20.0,22.48,22.93,39.25,5.52,162.6,Laterite,Rabi,Hassan,Malnad,horsegram
20.0,58.44,22.36,24.54,54.77,6.13,1601.79,Sandy,Kharif,Chitradurga,South Karnataka,pigeonpeas
119.2,39.28,82.46,24.63,59.42,6.55,168.86,Loamy,Rabi,Tumakuru,South Karnataka,mango
82.24,31.97,106.15,25.43,80.25,5.3,3158.95,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,pepper
79.78,56.26,82.8,23.94,80.18,5.62,414.29,Laterite,Kharif,Hassan,Malnad,turmeric
273.56,82.52,145.15,34.42,80.76,6.9,2135.54,Alluvial,Kharif,Shivamogga,Malnad,sugarcane
24.86,48.23,36.84,31.3,62.33,7.31,589.07,Black,Kharif,Yadgir,North Karnataka,pigeonpeas
40.0,23.52,40.83,29.26,53.94,6.5,118.2,Red,Zaid,Tumakuru,South Karnataka,guava
18.76,45.76,30.16,27.45,50.26,6.62,157.38,Black,Rabi,Ballari,North Karnataka,pigeonpeas
279.5,74.64,148.32,24.92,60.0,6.2,126.48,Red,Rabi,Belagavi,North Karnataka,sugarcane
91.09,38.04,102.34,23.91,72.51,6.49,121.03,Loamy,Zaid,Shivamogga,Malnad,cardamom
40.0,24.39,32.38,26.17,58.44,6.39,213.17,Red,Rabi,Koppala,North Karnataka,jowar
81.46,57.2,64.26,30.47,56.26,6.41,377.54,Red,Kharif,Bagalkote,North Karnataka,cotton
213.99,81.96,148.72,29.29,65.27,7.41,393.56,Loamy,Kharif,Bagalkote,North Karnataka,sugarcane
142.42,36.73,89.33,26.19,83.8,5.59,553.77,Laterite,Kharif,Kodagu,Malnad,coffee
50.13,22.25,71.24,36.5,65.22,6.81,180.46,Sandy,Rabi,Tumakuru,South Karnataka,sapota
111.12,42.69,149.26,22.15,79.46,6.39,387.43,Sandy,Kharif,Tumakuru,South Karnataka,papaya
78.75,41.13,50.0,31.8,63.91,6.42,396.21,Red,Kharif,Raichur,North Karnataka,chilli
17.07,42.38,62.35,29.45,60.18,6.56,546.18,Black,Kharif,Kalaburagi,North Karnataka,groundnut
61.18,39.57,78.52,31.93,80.67,7.33,140.21,Black,Zaid,Chitradurga,South Karnataka,sapota
40.0,21.12,44.14,26.58,69.95,6.36,381.55,Red,Kharif,Ramanagara,South Karnataka,sapota
21.49,54.92,71.67,26.18,64.98,6.41,467.98,Red,Kharif,Kalaburagi,North Karnataka,groundnut
205.42,80.1,131.61,24.89,65.17,7.08,228.05,Loamy,Rabi,Shivamogga,Malnad,sugarcane
82.33,48.14,73.07,19.71,62.72,6.61,202.83,Alluvial,Rabi,Mysuru,South Karnataka,tomato
196.22,49.87,113.56,24.55,72.0,5.73,104.36,Red,Zaid,Hassan,Malnad,coffee
150.45,75.66,169.16,28.31,81.16,6.19,84.33,Red,Zaid,Bagalkote,North Karnataka,banana
137.49,40.65,84.1,17.06,74.1,6.0,188.02,Loamy,Rabi,Chikkamagaluru,Malnad,coffee
189.95,46.82,159.92,32.38,75.0,6.19,388.86,Red,Kharif,Bagalkote,North Karnataka,banana
40.0,22.49,44.28,23.43,57.59,6.5,181.15,Red,Zaid,Mysuru,South Karnataka,guava
72.52,41.75,30.67,30.79,52.11,6.45,359.82,Red,Kharif,Ballari,North Karnataka,bajra
61.79,43.84,60.0,26.85,52.0,6.9,424.06,Black,Kharif,Raichur,North Karnataka,sunflower
186.86,41.76,122.36,23.89,65.0,6.28,159.72,Red,Rabi,Tumakuru,South Karnataka,papaya
98.53,50.61,56.71,26.18,69.77,7.26,543.97,Loamy,Kharif,Belagavi,North Karnataka,chilli
15.12,47.72,20.35,20.92,44.21,6.53,201.49,Black,Rabi,Koppala,North Karnataka,pigeonpeas
67.03,43.84,73.36,18.49,49.87,6.57,119.37,Black,Rabi,Vijayapura,North Karnataka,onion
46.34,39.32,54.17,33.59,76.62,6.88,83.25,Loamy,Zaid,Bagalkote,North Karnataka,sapota
148.49,41.66,61.73,22.82,60.67,6.67,394.68,Loamy,Kharif,Kolar,South Karnataka,mulberry
189.11,47.86,152.77,23.28,60.0,6.99,146.54,Black,Rabi,Vijayapura,North Karnataka,papaya
199.3,42.95,164.31,25.51,72.09,7.44,227.25,Black,Rabi,Chitradurga,South Karnataka,coconut
126.15,48.94,85.18,25.53,62.98,6.45,248.42,Sandy,Rabi,Chikkaballapura,South Karnataka,mulberry
80.64,53.91,67.73,27.63,77.03,5.78,629.25,Laterite,Kharif,Kodagu,Malnad,turmeric
87.27,32.07,130.67,23.48,75.0,6.32,70.6,Loamy,Zaid,Kodagu,Malnad,pepper
90.87,46.36,139.71,26.28,77.83,5.72,209.36,Laterite,Rabi,Shivamogga,Malnad,pepper
73.21,53.29,51.69,29.76,49.38,6.74,208.78,Sandy,Rabi,Raichur,North Karnataka,sunflower
71.75,48.21,67.85,31.57,60.37,7.17,520.63,Black,Kharif,Belagavi,North Karnataka,cotton
28.16,46.29,39.47,24.68,50.97,6.02,153.85,Red,Rabi,Bagalkote,North Karnataka,chickpea
71.71,49.33,60.0,24.2,61.48,7.48,411.37,Black,Kharif,Bagalkote,North Karnataka,sunflower
183.63,40.47,162.76,32.47,77.12,6.68,85.15,Loamy,Zaid,Belagavi,North Karnataka,banana
114.07,35.94,62.73,31.19,50.11,7.26,73.79,Loamy,Zaid,Ramanagara,South Karnataka,mango
69.65,35.52,76.67,26.56,40.07,7.04,169.54,Black,Rabi,Dharwad,North Karnataka,mango
58.26,29.11,40.0,25.12,65.29,6.21,283.65,Loamy,Kharif,Mysuru,South Karnataka,ragi
71.24,21.27,118.02,23.27,57.8,5.7,151.52,Red,Rabi,Mandya,South Karnataka,tobacco
83.64,42.53,49.35,28.99,61.68,6.1,398.63,Red,Kharif,Vijayapura,North Karnataka,sunflower
23.9,49.11,72.4,25.87,69.55,6.05,223.64,Red,Rabi,Chikkamagaluru,Malnad,groundnut
76.64,20.79,71.29,26.07,60.0,6.13,351.48,Red,Kharif,Kolar,South Karnataka,mango
78.55,40.6,80.44,21.25,84.68,6.0,1897.19,Laterite,Kharif,Shivamogga,Malnad,cardamom
72.91,38.21,32.58,29.34,50.28,7.05,187.79,Black,Rabi,Raichur,North Karnataka,jowar
223.62,80.35,103.95,30.42,60.0,6.8,150.93,Loamy,Rabi,Belagavi,North Karnataka,sugarcane
40.0,22.39,36.53,26.15,44.35,5.75,220.81,Red,Rabi,Koppala,North Karnataka,jowar
101.21,40.36,53.95,23.89,76.97,7.33,320.01,Loamy,Kharif,Tumakuru,South Karnataka,maize
64.66,37.3,118.46,30.61,42.84,6.95,118.8,Loamy,Zaid,Tumakuru,South Karnataka,mango
178.9,47.22,175.85,27.61,72.86,5.87,102.02,Laterite,Zaid,Dakshina Kannada,Coastal Karnataka,arecanut
94.39,44.52,131.45,29.54,85.16,5.41,3213.54,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,pepper
94.41,45.16,46.67,23.8,65.24,5.53,410.24,Red,Kharif,Mandya,South Karnataka,maize
153.61,42.87,160.26,29.29,74.7,6.85,194.5,Alluvial,Zaid,Udupi,Coastal Karnataka,coconut
78.57,21.56,108.83,24.37,53.2,6.03,161.73,Red,Rabi,Tumakuru,South Karnataka,mango
50.53,37.81,47.09,23.04,59.38,6.59,163.53,Loamy,Rabi,Ramanagara,South Karnataka,guava
94.08,42.08,44.66,25.84,76.92,6.2,330.9,Red,Kharif,Tumakuru,South Karnataka,maize
182.01,43.26,182.69,31.32,81.34,6.81,144.54,Black,Zaid,Haveri,North Karnataka,banana
69.08,37.78,68.78,28.81,76.95,6.5,172.68,Alluvial,Zaid,Udupi,Coastal Karnataka,cashew
